ImageID,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11
12275593183925834831,28824,3242,0,0,0,0,0,747,0,471884,416903,0
16028947054513613786,207701,1274,116,15554,0,0,0,8338,23145,498415,167057,0
10720629877409613240,401515,909,0,0,0,0,0,241,39063,156754,0,323118
9542671382113390220,9088,16326,5608,0,0,0,0,1285,0,496224,393069,0
7769571037157001485,53900,2961,0,0,0,0,0,3111,0,7032,854596,0
8102723125428921638,920551,0,0,0,1049,0,0,0,0,0,0,0
14782104304552950830,21572,1169,259,0,0,0,0,2387,0,646476,249737,0
230004385727211977,33949,765,0,0,0,0,0,0,428836,194950,263100,0
5876032785364749916,214868,11540,468,9025,0,0,0,8162,10165,284147,383225,0
2332490184507696377,54337,0,0,3556,0,0,0,1098,99404,763205,0,0
14576396651490455881,1439,1070,333,0,0,0,0,2372,0,810314,106072,0
13558923591769591553,921474,0,0,0,126,0,0,0,0,0,0,0
9165944879737108509,645712,18671,0,0,0,0,0,22748,227276,3226,3967,0
4123547474748495725,106788,19592,0,0,771,0,0,0,117476,264957,355187,56829
13778403012885142782,11743,4341,62,0,0,0,0,4960,0,606194,294300,0
4237685746205380153,47081,995,0,0,0,0,0,23769,0,520012,329743,0
15279992757412310077,104615,998,245,210,0,0,0,5591,1296,284252,116350,408043
13189834239326455491,387730,18555,1747,12645,4167,0,0,14038,57282,213131,212305,0
4431145541053116844,4738,1442,0,0,0,0,0,529,0,710064,204827,0
15871782002220462006,385539,1251,0,0,0,0,0,11014,1945,31064,490787,0
12745600912263993432,32860,304,0,0,0,0,0,23474,2206,662627,200129,0
16600387440305058271,189110,1055,479,12322,0,0,0,11853,10148,243428,453205,0
16631798992338511074,7063,5198,2587,0,0,0,0,0,0,399470,507282,0
3478141851684163345,280076,1139,0,0,0,0,0,18499,4470,2018,615398,0
2828868974225801202,4157,783,344,0,0,0,0,0,0,608772,307544,0
286728053717291059,72642,20240,0,0,0,0,0,0,4340,261733,562645,0
8290333995674250242,424071,3276,0,0,0,0,0,354,65686,93146,0,335067
253763439168767252,10418,785,240,0,0,0,0,0,413474,194488,302195,0
480214264378105954,178463,0,0,7434,0,0,0,586,64524,608852,61741,0
11422201562188641805,68703,7101,0,54112,0,0,0,10186,0,84885,696613,0
14408141488720325125,142729,3663,0,0,0,0,0,18889,0,368241,388078,0
4994308974536268034,9425,14097,3546,0,0,0,0,0,0,437469,457063,0
498150110095778126,281260,5410,0,0,11022,0,0,4510,8801,555062,55535,0
3849960133128579498,15747,1137,0,0,1119,0,0,0,0,903597,0,0
8491112222496259260,119935,2616,3559,13187,0,0,0,8957,0,295481,477865,0
4325237526615898353,861698,5973,0,0,0,0,0,24366,14044,15178,341,0
2031839971099595066,34717,752,0,0,0,0,0,0,17617,638884,229630,0
8011848363024736565,448028,1029,0,0,0,0,0,582,50122,84075,0,337764
6173298721975082132,136248,5938,0,0,0,0,0,12181,1636,239359,526238,0
3924638339823368503,27583,3116,0,14193,361,0,0,0,0,24437,851910,0
15903973777542971558,40040,452,72,0,0,0,0,0,96590,673646,110800,0
2969285140175107808,340432,0,0,0,0,0,0,0,29966,379092,172110,0
508283755501901083,97618,12452,0,0,270,0,0,0,147616,244347,364160,55137
9313527802721613752,5890,4916,650,0,0,0,0,0,0,496116,414028,0
5877638524073945959,898030,0,0,0,23570,0,0,0,0,0,0,0
7466383170426427109,54702,246,0,5178,0,0,0,8417,6315,382430,61478,402834
12990796784439855978,8063,18213,7057,0,0,0,0,0,0,433056,455211,0
13938508830220215404,77829,984,0,110,0,0,0,7580,1013,329987,102577,401520
14818178442812761014,190259,169,83,0,0,0,0,30,12148,229818,38755,450338
3038756554778581795,12852,0,0,0,14280,0,0,0,0,894468,0,0
1382385770749665355,5294,719,267,0,0,0,0,0,0,602067,313253,0
15351501751774520838,182402,1063,0,0,0,0,0,0,15354,265923,37762,419096
12942762636427326193,62482,15274,0,0,0,0,0,0,0,40071,803773,0
16347824647512645377,232858,2722,745,0,0,0,0,2875,0,143564,538836,0
9735755250005706735,119207,2506,3528,7210,0,0,0,9197,0,287849,492103,0
11888590959809564467,341026,2533,2543,0,0,0,0,0,0,293411,282087,0
14039562103418055973,186964,815,126,0,0,0,0,7622,0,342057,384016,0
8331455434547962301,916899,0,0,0,2183,2518,0,0,0,0,0,0
15032581855161369478,50388,7061,2073,0,0,0,0,3604,0,405434,453040,0
7536458804653138153,221435,2215,654,0,0,0,0,1132,8234,295689,392241,0
4644674740616539583,28952,3215,0,9555,284,0,0,2968,2159,129578,744889,0
12286703123617879847,223949,12357,9506,0,0,0,0,1759,3844,215523,454662,0
1861311219309208973,211372,2944,588,0,0,0,0,2839,0,248750,455107,0
4474074537124114232,56515,6834,0,0,0,0,0,1980,0,3522,852749,0
7144861813317058461,383061,1828,0,0,0,0,0,8650,3421,13085,511555,0
11088331091637739736,192925,577,190,5463,0,0,0,1733,25501,502725,192486,0
15307492862635004946,754353,3201,0,0,0,0,0,13193,29279,121574,0,0
7558478327376186099,64433,15708,0,0,0,0,0,1957,0,29661,809841,0
16881873690409210766,224220,11490,2285,9242,0,0,0,7921,9239,278204,378999,0
9762917548420482360,919920,0,0,0,1680,0,0,0,0,0,0,0
14677977045708324655,7183,5716,2503,0,0,0,0,0,0,344310,561888,0
1821858193906397522,151164,5243,2146,3456,0,0,0,6236,0,330586,422769,0
16522566868030616972,241335,1813,1659,0,0,0,0,8133,0,339255,329405,0
669033896523470482,56807,6081,0,0,0,0,0,17312,0,193151,648249,0
5305641697928282918,216160,3800,0,0,0,0,0,20937,0,257423,423280,0
5953624146645793177,920235,0,0,0,1365,0,0,0,0,0,0,0
4415438701740707222,188072,3268,195,11867,0,0,0,39117,7484,171672,499925,0
12983327418930299915,905642,0,0,0,15958,0,0,0,0,0,0,0
6791780080029564350,191080,4125,195,13606,0,0,0,3550,0,216832,492212,0
2848488201678503456,96263,461,53,7271,0,0,0,1391,174946,618755,22460,0
5238994622033362062,151646,697,0,6229,0,0,0,1362,126465,470767,164434,0
7860474449687203076,22921,2531,2144,0,0,0,0,13977,3688,153848,297560,424931
8061922571664666928,49957,328,0,3658,0,0,0,8705,6456,388015,62659,401822
11378784601630462282,329200,0,0,6283,0,0,0,1056,0,224441,360620,0
11357952081426144531,238931,0,0,5112,0,0,0,0,0,551900,125657,0
504869444123153451,4697,4834,499,0,0,0,0,0,0,357749,553821,0
4870659409153357313,212058,4329,0,0,0,0,0,11057,0,248774,445382,0
7017605756412474724,343785,0,0,1108,0,0,0,410,7114,527599,41584,0
3464894044454106687,266912,1920,168,53550,0,0,0,12525,19987,161696,404842,0
16745170875177286875,75027,4529,0,938,0,0,0,8705,434,167013,664954,0
1182976307059288905,301332,2274,2067,0,0,0,0,780,0,343181,271966,0
4204771479111320238,6300,5481,1939,0,0,0,0,0,0,413284,494596,0
1071434776534258354,507682,3916,137,1227,0,0,0,23985,33046,95090,256517,0
15323005463866733777,82420,0,0,0,751,0,0,28424,13012,339274,19156,438563
11809987429485321380,186552,1249,0,0,0,0,0,0,14410,259683,36636,423070
18247269783350623016,167702,1066,175,11549,0,0,0,1842,80087,419339,239840,0
5872836723217957611,379884,3699,0,4558,0,0,0,10288,8535,67452,447184,0
8598075554344627653,103097,1019,0,6450,0,0,0,6152,1444,318482,77406,407550
687097888574164795,148181,1337,256,9716,0,0,0,14760,2656,513407,231287,0
11194007119631353729,37484,293,104,6815,0,0,0,4884,0,760362,111658,0
10180008394097512641,47370,0,0,5253,0,0,0,2022,7615,410226,49024,400090
10270820847443901987,159211,3679,2097,3947,0,0,0,8761,0,336432,407473,0
7053765646861989866,241416,4511,0,0,0,0,0,1808,0,386483,287382,0
196020060203712499,117341,4821,0,0,0,0,0,21729,0,97474,680235,0
1420167460010044414,32843,1719,0,16967,140,0,0,15359,8229,390502,455841,0
8254030139065847139,17134,2414,0,0,0,0,0,772,0,0,901280,0
15950531563055988888,43874,0,0,0,0,0,0,13798,5233,458830,399865,0
13987861415994454172,242972,809,490,0,0,0,0,3770,1756,206278,465525,0
4042178020255410043,112238,4978,0,0,0,0,0,6517,4771,367199,425897,0
9231692064568552022,123403,3275,4519,0,0,0,0,12657,2282,324252,451212,0
3275523669352804169,197997,3543,1553,0,0,0,0,1852,3220,231999,481436,0
16534761997734504523,119004,5092,0,0,0,0,0,21150,0,94190,682164,0
426659697935032632,264303,1694,187,6475,0,0,0,6819,27071,173203,441848,0
2573261364583983976,43060,4518,589,0,0,0,0,1128,0,315771,556534,0
4744100925862716884,204959,3573,174,14828,0,0,0,17332,0,205919,474815,0
1507970857013961082,123560,1376,123,347,0,0,0,6815,1435,279797,100322,407825
17346559187777185336,650836,0,0,0,0,0,20722,91537,16142,142363,0,0
16551750439037160439,362263,0,0,1054,0,0,0,140,0,520525,37618,0
122242516339706271,326024,0,0,2894,0,0,0,457,0,510530,81695,0
4903656544869565612,22699,0,0,0,0,0,0,0,3886,846678,48337,0
12953892865015065757,446286,0,0,0,0,2208,0,0,0,10118,0,462988
796654663941535986,40479,710,0,0,0,0,0,0,12917,662382,205112,0
16581091013297726495,122697,1513,110,346,0,0,0,6802,988,279847,101857,407440
7129729661507006721,6338,618,0,0,0,0,0,0,5031,797562,112051,0
14308881120937701577,107536,6344,0,0,0,0,0,0,0,228675,579045,0
8760256047972639245,645995,0,0,0,0,0,18301,90117,7008,160179,0,0
7543333850951118310,920311,149,0,0,83,1057,0,0,0,0,0,0
10137013040634915218,5173,3556,1229,0,0,0,0,2289,0,505848,403505,0
12698120626178787798,107906,1089,0,193,0,0,0,5362,1779,277222,114881,413168
5097489789204820273,315891,560,0,13730,0,0,0,1225,43130,446771,100293,0
17335762583691295495,129387,1548,50,384,0,0,0,6982,985,270485,99491,412288
17518670591540312147,227596,3997,961,99166,0,0,0,5638,1181,235688,347373,0
2343899442700193473,680619,0,0,1304,0,0,0,4662,0,0,235015,0
14238713486319936825,186211,539,217,4263,0,0,0,2211,53004,482435,192720,0
4765884561666929805,588105,2049,0,0,0,0,0,18787,114805,85974,111880,0
15542189282964716386,14162,2522,277,0,0,0,0,681,0,538288,365670,0
796818516880739213,904460,17140,0,0,0,0,0,0,0,0,0,0
18168721147754752755,200822,611,40,13568,0,0,0,742,92672,525692,87453,0
1463632710523204819,114706,1219,0,1676,0,0,0,8341,3626,305232,77125,409675
18189854104585367367,255691,2403,2042,0,0,0,0,0,0,396351,265113,0
9600220504262706259,213463,6536,1242,0,0,0,0,1461,1578,156731,540589,0
565932379929721503,82062,2793,1839,0,0,0,0,3839,9399,278486,124983,418199
13592767346173755385,205007,546,48,6028,0,0,0,1017,22140,613902,72912,0
9547687029188263515,598901,20381,0,0,0,0,0,29107,270477,1739,995,0
17704566504903929321,288132,2413,2964,0,0,0,0,0,17206,148950,461935,0
6527056255122146449,393507,2303,0,0,0,0,0,3140,107840,61814,0,352996
14573514632983684472,337154,0,0,1079,0,0,0,356,7334,534016,41661,0
8292521320222496402,8001,12418,4948,0,0,0,0,0,0,519521,376712,0
7265763685131412282,176377,1256,0,0,0,0,0,0,14464,275271,33606,420626
2938649719633521532,155198,5575,0,0,0,0,0,3302,0,366346,391179,0
2769399647723426769,7539,10355,1553,0,0,0,0,0,0,394565,507588,0
18325966871593037091,904888,16712,0,0,0,0,0,0,0,0,0,0
13637383556233452737,168174,451,0,6012,0,0,0,1789,201982,426489,116703,0
9886448094858765980,593144,1820,0,0,0,3633,0,15254,117774,88569,101406,0
11967168189027098923,181513,943,810,11586,0,0,0,12530,6874,193390,513954,0
120955349812750806,209747,3100,802,0,0,0,0,13489,0,376366,318096,0
10026971377870927329,301988,3990,1282,10140,0,0,0,13100,0,123517,467583,0
5978815557277971514,291783,1804,1748,0,0,0,0,0,8571,372450,245244,0
172491082008330179,151192,0,0,0,329,0,0,499,18308,242411,57449,451412
15010306241571464021,162607,4231,1453,0,0,0,0,0,0,520063,233246,0
3129186281568865713,164845,684,0,6462,0,0,0,328,139437,409872,199972,0
8423940755038037223,15918,10456,2234,0,0,0,0,0,0,333847,559145,0
12576533018105760380,172731,5660,0,0,0,0,0,9648,2786,251204,479571,0
16534787040461240036,413036,0,0,0,146,0,0,1241,47893,75755,0,383529
16303939733082069115,244626,15303,407,6482,0,0,0,30968,455002,52862,1650,114300
6927098452663023852,97043,1640,162,8773,0,0,0,5963,2439,633541,172039,0
436514297076310147,921495,0,0,0,105,0,0,0,0,0,0,0
15587088835320496818,105785,369,0,6939,0,0,0,1938,110399,598673,97497,0
4952354108937565349,917714,2057,1829,0,0,0,0,0,0,0,0,0
6884874407896902403,129521,1640,0,0,0,0,0,6211,0,228924,555304,0
471506697396258435,12940,4766,0,0,0,0,0,0,0,507800,396094,0
12587270257319630916,223412,0,0,14380,0,0,0,6519,0,422965,254324,0
14970296634310296843,15459,1134,0,0,2204,0,0,0,0,902803,0,0
6314457533775617157,118302,5802,0,0,0,0,0,1386,3090,316115,476905,0
697056546567441173,921170,0,0,0,430,0,0,0,0,0,0,0
15713746639945405068,404262,57486,0,0,5608,0,0,2994,0,425483,25767,0
1597589744792049737,752698,3879,0,0,0,0,0,17867,26175,120981,0,0
2405711938088756473,831721,7355,0,0,0,0,0,0,41154,41370,0,0
6701345990960273210,920964,0,0,0,636,0,0,0,0,0,0,0
12645428657397165838,60744,381,139,0,0,0,0,1484,268762,463015,127075,0
4089238374847948178,346335,2901,16100,4850,0,0,4415,0,193303,154531,0,199165
12190683869656423624,195757,2550,1106,0,0,0,0,2958,7831,147993,563405,0
9026763316266219369,133892,1117,0,0,0,0,0,8156,667,271840,90182,415746
2366951894119274141,274832,515,56,17586,0,0,0,1003,55918,453652,118038,0
6892328191233797785,383780,14188,1512,0,2984,0,0,12149,40007,283163,183817,0
2868183102857900354,179051,980,268,0,0,0,0,14739,0,385575,340987,0
16834609948051030466,56177,466,0,0,0,0,0,6729,14603,694338,149287,0
10953190597426314393,214172,0,0,11025,0,0,0,7547,0,424233,264623,0
18295135436393546342,917881,1000,857,0,0,0,0,1862,0,0,0,0
8149848137032773702,236070,1299,0,0,0,0,0,17473,4904,0,661854,0
5290667493942423233,677432,0,0,0,0,0,5208,28952,0,210008,0,0
11937925569970402724,130484,1087,0,0,0,0,0,9710,2301,300964,61321,415733
4262875718261455071,246637,1368,1791,0,0,0,0,7519,0,335642,328643,0
16578699589789070141,917592,4008,0,0,0,0,0,0,0,0,0,0
5232297699116252025,150712,9778,0,0,0,0,0,2323,940,81038,676809,0
519582370341196471,136031,4228,0,0,0,0,0,13676,0,373698,393967,0
11913181121041795220,314388,12153,0,0,5312,0,0,984,0,584320,4443,0
8529089753835236414,73815,3491,0,5739,0,0,0,9244,118792,256679,453840,0
6113441787975956986,109317,21261,0,0,1345,0,0,0,96356,267272,380585,45464
96055145693410156,6729,1739,0,0,0,0,0,0,0,700197,212935,0
300007672501281935,208538,6974,248,0,0,0,0,5531,8476,331606,360227,0
9796105146028118860,418457,0,0,0,0,0,0,0,8659,454670,39814,0
8657821179797182909,284955,3559,994,12283,0,0,0,11472,0,148052,460285,0
17392720872779623722,13334,792,176,0,0,0,0,0,274469,272189,360640,0
10236523786069872317,921022,0,0,0,319,259,0,0,0,0,0,0
5878422864339219468,4375,1635,0,0,0,0,0,0,0,704492,211098,0
11313420932034083545,301319,2617,2355,0,0,0,0,0,0,336669,278640,0
526067242247637048,152402,4254,0,0,0,0,0,8722,0,17687,738535,0
3839213710458056847,510167,1166,0,0,0,0,0,15470,88714,169677,136406,0
12998520220097806359,52492,1784,1242,0,0,0,0,8893,7962,251083,187281,410863
17112642914500835370,231465,3414,0,0,0,0,0,11545,5401,69360,600415,0
7245258323467228171,96938,10495,0,0,0,0,0,0,0,379020,435147,0
14963471189763669791,118841,20516,0,0,466,0,0,0,121583,258377,345807,56010
4483719290797218464,908036,1618,0,0,0,11946,0,0,0,0,0,0
12747435630703804371,187703,132,130,3882,0,0,0,4735,18835,535498,170685,0
460691566323310995,6444,3291,1143,0,0,0,0,4518,0,346892,559312,0
4129894399719845907,127853,0,0,58696,0,0,0,0,18911,165578,550562,0
14108995904067070380,313417,2150,2178,0,0,0,0,639,1858,331196,270162,0
16949501897722708449,64048,1393,344,6352,0,0,0,11667,1705,579931,256160,0
15370467398976568081,190217,0,0,7510,0,0,0,2627,0,458408,262838,0
16560636039978341222,95591,6671,0,0,0,0,0,0,0,207433,611905,0
13673270012363628805,514148,1968,0,0,0,0,0,11054,7165,110380,276885,0
7008245565339479172,18185,3259,920,0,0,0,0,0,0,649058,250178,0
4742255184648703115,909357,12243,0,0,0,0,0,0,0,0,0,0
9598336090702663540,341513,0,0,1122,0,0,0,399,7041,529660,41865,0
3595762858590096215,217841,826,1126,8915,0,0,0,10852,12741,129510,539789,0
12208986852375592013,920537,0,0,0,1063,0,0,0,0,0,0,0
18376311662081060449,90913,538,95,6285,0,0,0,1072,174135,614973,33589,0
13544891901119347599,303582,542,0,13692,0,0,0,1281,55133,443290,104080,0
5037068640724060094,238288,4572,1663,0,0,0,0,2518,25839,281428,367292,0
2428867279109776795,216862,2699,493,9324,0,0,0,23925,35392,183459,449446,0
698074682035537213,96880,7068,0,0,0,0,0,696,0,171354,645602,0
11617682588283654031,413957,1788,361,0,0,0,0,18550,149853,275585,61506,0
5810819831775078014,57819,1382,368,5842,0,0,0,11985,1283,543628,299293,0
3752918968099505424,429492,2155,0,0,0,0,0,1440,97291,28600,0,362622
15475369896046285595,92418,506,80,6110,0,0,0,427,8789,778624,34646,0
13374046781871015102,358873,0,0,1184,0,0,0,157,0,521882,39504,0
3797559305864514393,221227,7691,358,5208,0,0,0,8426,11480,298825,368385,0
12860126285971430605,109055,508,52,13312,0,0,0,507,134407,606583,57176,0
11879882618615493477,239301,2391,605,0,0,0,0,1437,21342,229395,427129,0
17910742327691025476,402360,1740,1856,0,0,0,0,0,0,271273,244371,0
1157809488279077623,12665,12162,1748,0,0,0,0,0,0,213656,681369,0
9962171029342103198,203609,9707,0,0,0,0,0,0,0,251867,456417,0
17789956001768357631,131108,1164,0,0,0,0,0,9846,2215,307664,49481,420122
725056905723492869,5401,1699,0,0,0,0,0,0,0,545879,368621,0
10593592069833839426,6563,215,1414,0,0,0,0,0,0,574578,338830,0
1848791089217873290,236452,3983,483,27419,0,0,0,5863,3953,227721,415726,0
11110883974380597567,59354,15117,0,0,0,0,0,0,0,36315,810814,0
15907972625461231955,257461,2959,3905,0,0,0,0,0,0,429324,227951,0
6199312874368858814,60323,1391,0,13246,0,0,0,8125,136691,247298,454526,0
956404261670689997,9448,8401,4240,0,0,0,0,0,0,616239,283272,0
7807413941115157530,164729,3933,0,0,0,0,0,0,5050,366309,381579,0
7853074422761152932,336284,3472,558,0,0,0,0,2535,0,140925,437826,0
13538186904303506322,82206,0,0,0,1116,0,0,30933,11832,327237,31227,437049
8252678314148379356,75869,657,0,206,0,0,0,5589,963,347419,86369,404528
27571806797653109,78326,707,0,122,0,0,0,6698,972,331481,101429,401865
5086522166501459092,263128,703,255,417,0,0,0,2922,616,458825,194734,0
7523912302710080592,16059,5142,0,0,0,0,0,195,0,590211,309993,0
12337213940581063557,7717,5015,1965,0,0,0,0,0,0,511522,395381,0
12605566723361371779,147245,1778,0,1268,0,0,0,8455,806,247578,102782,411688
13514333115125503584,88967,0,0,0,287,0,0,2283,13297,374831,0,441935
7094451913427080840,5728,14541,2251,0,0,0,0,0,0,101710,797370,0
3471681067211892481,8984,0,0,0,0,0,0,0,1050,882047,29519,0
10156205338923399277,7021,3886,698,0,0,0,0,0,0,647505,262490,0
3374128070753504878,7880,689,444,0,0,0,0,0,0,599733,312854,0
2993155176988943067,335747,3431,550,0,0,0,0,2462,0,141936,437474,0
3765088132202415867,207690,12544,2926,0,0,0,0,5318,615,231444,461063,0
9341219008831684460,187327,1115,0,14242,0,0,0,12150,164882,250544,291340,0
562136930012172389,218883,9527,334,6723,0,0,0,8082,11178,297914,368959,0
2709828665911301637,239924,6898,792,0,0,0,0,3685,3053,259208,408040,0
18281762773018330862,190944,4723,0,0,0,0,0,5639,0,391598,328696,0
17281937726608907879,27846,2048,0,0,216,0,0,16017,0,453513,421960,0
8931639379714520112,221110,11287,774,8917,0,0,0,8276,9995,284994,376247,0
6379182828467310578,896583,0,0,0,25017,0,0,0,0,0,0,0
11030858451879485908,185135,5775,1694,0,0,0,0,4974,0,57294,666728,0
7064827183227119772,139216,7231,0,0,0,0,0,0,56887,243918,474348,0
181684796358752815,199945,4243,660,0,0,0,0,5639,6999,315433,388681,0
7181706262562241668,6883,8430,1291,0,0,0,0,0,0,691796,213200,0
11368242592644871649,921104,0,0,0,496,0,0,0,0,0,0,0
9128793561773045131,73629,1746,0,0,0,0,0,7015,0,0,839210,0
3315695795598377001,137890,3632,0,0,0,0,0,24447,0,360923,394708,0
6118170296872968775,161958,752,41,5968,0,0,0,478,203743,387981,160679,0
11111317131595127300,16716,905,267,0,0,0,0,0,194701,317456,391555,0
14172495033989041646,192193,3243,2728,0,0,0,0,8791,8054,212816,493775,0
11555920723492393504,84251,477,124,0,0,0,0,1474,251337,430528,153409,0
10076324633204084595,129394,4410,0,0,0,0,0,0,3610,366029,418157,0
2938670690719835587,420032,1895,646,0,0,0,0,3444,100601,31800,0,363182
5711910338755450441,3957,710,318,0,0,0,0,0,0,603599,313016,0
10769092019676523314,913286,8314,0,0,0,0,0,0,0,0,0,0
2924328855628448768,401766,0,0,0,0,0,0,1747,82327,68143,0,367617
16735980755506911281,97697,9494,7778,0,0,0,0,502,0,86330,719799,0
13429330773663262573,229853,2079,517,0,0,0,0,2333,18603,222596,445619,0
93133942224423665,187051,2035,1291,0,0,0,0,3637,7719,166332,553535,0
3271587475890470544,24201,5740,1977,0,0,0,0,0,0,562178,327504,0
3472651404254455652,76710,942,0,266,0,0,0,5900,920,342843,88178,405841
5476051848855183281,907607,1574,0,0,0,12419,0,0,0,0,0,0
4211612776764155647,170953,550,246,11989,0,0,0,10884,7016,170905,549057,0
5065892761413322952,217600,10972,1028,9306,0,0,0,8146,10683,285453,378412,0
17699008329227863649,228203,0,0,7393,0,0,0,6538,0,363829,315637,0
4391120351416560074,174310,2792,762,0,0,0,0,2420,8672,199728,532916,0
7526080262147380158,5752,3207,1364,0,0,0,0,0,0,616695,294582,0
15492055511932979507,5481,669,2030,0,0,0,0,0,0,575147,338273,0
11322587620235841917,12909,950,210,0,0,0,0,0,390839,202535,314157,0
3394246914145950485,281421,526,289,837,0,0,0,3811,0,436490,198226,0
5751433728783180602,176765,937,0,0,0,0,0,0,14882,271222,37776,420018
4181295907031666242,55507,314,0,13540,0,0,0,8880,6272,379729,54692,402666
8504173173307060493,218875,375,105,9420,0,0,0,15734,16299,487730,173062,0
2750738647023645156,205346,2823,738,0,0,0,0,6426,13535,221842,470890,0
11124285325955450880,127641,1322,0,0,0,0,0,5259,0,265761,521617,0
7108750706013281268,4901,0,0,0,0,0,0,0,0,912336,4363,0
12873406961246267248,201196,304,77,1282,0,0,0,1122,1527,544932,171160,0
2730246718901650275,1543,3400,1168,0,0,0,0,0,0,653770,261719,0
2068142076729009845,425044,1078,0,0,0,0,0,532,71420,88998,0,334528
13741615079899469599,163412,9468,0,0,0,0,0,0,0,292824,455896,0
5667285801276182984,223346,2751,0,0,0,0,0,22365,0,255406,417732,0
18187371849543945972,10761,5915,69,0,0,0,0,0,0,276779,628076,0
6722903222903014295,66658,0,0,6915,0,0,0,396,0,823548,24083,0
8464176084820668324,225672,270,100,0,0,0,0,2932,4441,480589,207596,0
8288442408367124376,23911,1077,0,0,0,0,0,3763,0,257924,634925,0
1373042629855204652,360262,8541,1092,0,2539,0,0,9873,29276,365498,144519,0
4246694084243150473,77808,265,115,7027,0,0,0,3623,68586,557610,206566,0
11738274705021639860,15057,3950,1503,0,0,0,0,0,0,635756,265334,0
7362856997443524698,14691,8260,1737,0,0,0,0,0,0,305879,591033,0
17047722483742719133,43240,3114,0,28265,307,0,0,0,0,116560,730114,0
8109623087599408723,259477,7105,229,46461,0,0,0,11467,9564,214484,372813,0
4812279749195210147,237684,4501,0,0,0,0,0,1803,0,389410,288202,0
14372599001576912449,130792,8911,0,21413,0,0,0,1128,0,239415,519941,0
7695069556257955150,230442,0,0,1568,0,0,0,6059,6312,460777,216442,0
6617580935362905149,106595,1365,0,267,0,0,0,16317,1776,264280,123973,407027
2561785056942010417,217358,3387,874,0,0,0,0,1540,12501,338708,347232,0
3132499402403433279,136441,1154,0,0,0,0,0,9723,2255,296221,61098,414708
15211788767718316084,92998,0,0,7650,0,0,0,975,72868,747109,0,0
3145067268669635664,197955,788,873,15733,0,0,0,6890,3431,389537,306393,0
8715657159705121655,71895,5351,0,0,0,0,0,0,0,46689,797665,0
2443977389030294725,17708,1088,0,0,0,0,0,3297,0,655921,243586,0
4561774108097863271,305026,0,0,0,0,0,13851,0,602723,0,0,0
5455058455867729771,29925,10766,0,0,0,0,0,0,3254,118162,759493,0
6103357533871257721,919228,1299,1073,0,0,0,0,0,0,0,0,0
13180646545927041029,426581,1810,1935,0,0,0,0,0,19988,227824,243462,0
6248811138235272818,854141,719,0,0,0,66740,0,0,0,0,0,0
8315121739134598806,293428,3524,4197,0,0,0,0,0,3067,371549,245835,0
15295385993348591939,26370,346,0,0,0,0,0,4005,8818,747612,134449,0
14774143788962000789,403181,1821,300,889,0,0,0,17390,155047,276062,66910,0
16799146693585895783,6462,18217,5789,0,0,0,0,0,0,283845,607287,0
2900548405419746933,450166,3392,0,0,0,0,0,26835,191199,113106,136902,0
4614280540071092657,375767,1361,0,0,0,0,0,10541,1586,32039,500306,0
10052354173489468794,20043,2631,0,0,0,0,0,0,0,612,898314,0
5790006412017977261,52779,189,0,0,0,0,0,825,17137,778701,71969,0
10239392742488873425,56959,6669,0,0,0,0,0,0,0,49940,808032,0
9452501183141796503,204959,2052,511,0,0,0,0,4028,8228,226057,475765,0
2361404643272310217,103412,18992,0,0,296,0,0,0,118028,257343,374775,48754
11315991191085592372,409796,1385,0,0,0,0,0,17972,151949,276975,63523,0
6819923773371912569,99912,3855,0,8256,0,0,0,9097,134578,267451,398451,0
9819901377985444389,259824,3396,4690,0,0,0,0,0,0,406657,247033,0
8453363093744180762,366350,5819,0,0,0,0,0,10361,2177,128815,408078,0
14562240355074149183,147584,1107,0,11397,0,0,0,9622,163657,253809,334424,0
8726710887396116948,8870,0,0,0,0,0,0,325,0,755556,156849,0
1136431182422403734,10162,1459,0,0,0,0,0,12529,0,544988,352462,0
4419592170594694336,13604,11295,4232,0,0,0,0,0,0,464481,427988,0
1455541923454421209,229759,4433,983,36155,0,0,0,7631,1841,194864,445934,0
10906041081221340913,361631,0,0,1091,0,0,0,136,0,520181,38561,0
7012232369429343316,118238,428,125,0,0,0,0,1084,193191,427879,180655,0
1169182665205475583,918917,0,0,0,0,2683,0,0,0,0,0,0
9363043229505791790,665056,0,0,0,0,0,7689,33984,165351,49520,0,0
3124748784093506084,165713,933,1313,10371,0,0,0,13569,5370,177640,546691,0
2724666010142377029,7395,4660,2171,0,0,0,0,0,0,581439,325935,0
14784302109912718271,221513,9554,500,6259,0,0,0,8780,10479,296833,367682,0
6476921803551809553,5922,2288,363,0,0,0,0,0,0,617847,295180,0
8030553191626051949,375069,3480,0,2638,0,0,0,1596,33789,283983,221045,0
1037567489359475910,211062,2477,304,12060,0,0,0,8373,4052,310149,373123,0
9483720236569009187,296911,0,0,5049,0,0,0,585,0,508963,110092,0
8636701429771719915,424638,2370,0,0,0,0,0,1542,98072,31396,0,363582
16863038173142479182,23108,6287,2323,0,0,0,0,0,0,531447,358435,0
14373068643943304278,15879,3288,242,0,0,0,0,1310,0,607092,293789,0
6268082531452872448,187672,1188,0,14277,0,0,0,11792,161738,250771,294162,0
