ImageID,cluster
15404609854068468158,4
12043723861404422932,4
14976864908417806624,8
4204433861432270255,8
3551775718107122843,8
15704545173194932114,4
6128375569897922057,8
8447288297366167655,4
3400431991933478223,4
17172501526020753224,4
5448237745132577278,8
14019931904176715896,8
12335902963869997160,8
1879916069548088294,7
10698144144948581420,8
17028383996147220902,8
12549079103310200490,8
18328189781108905339,3
10985160311554524168,7
16592802927459833155,6
5092289703175042353,6
13732572134498321296,8
1132763156359098799,4
2138640836273235629,8
8512399830744403644,8
12180532909584443170,8
6960637327871407614,3
5943183652356766451,8
12755571193643798546,8
16141798881628445261,8
7442400343830426978,8
14950383042883884037,8
2299735422577179299,4
2524777635307478526,3
12917776338282701249,8
10278113267196501966,4
9437278768815960075,8
5299876180611600261,8
10068658462201421253,8
5696380139291274805,4
1129507680009955549,8
15340115785035529225,8
3528637533517507430,6
2751263201169802903,8
15455039724947025996,4
7039025129510709403,4
12834309730267885312,8
2778140720243098741,3
1335802119386644609,4
17446325025894774356,4
9326654427034819367,8
18237777484368525727,4
15392423033620348170,4
14366679004947480702,8
15344670714433956622,8
8855796613301181443,8
1461699196221936164,4
9423428488242469971,8
7596636898329600200,3
9846965279567593976,3
8997503232571645656,8
8413667147306870290,8
14052559293328317208,1
11156688332191204127,8
7018027738806498233,4
4874510013203979414,8
15344646523075096540,4
17498547069606860305,1
12528950493520565905,4
7183553355278606412,4
5535144346560707254,8
17815013564661878299,8
11846852431999222237,4
13472053400746735129,8
6760466754352055696,8
16959459183200873917,4
12768445745318463681,8
6351144394054872496,7
2242729575225077831,8
9949380736406667469,4
14045499315997237524,8
558528032335564811,4
1916028424070594560,8
14506051603799654149,8
12592868654096756982,8
12872993370145219066,8
1677325701678041685,8
7309729681057214258,3
14652342528123747940,8
1479355700075648315,4
10867601690216522713,8
1326005394881772158,6
12192708913345900636,8
6135173236296804098,8
10658709883441833666,6
4376735585474119733,8
3583315996633062423,4
8838596089287095910,8
12571732621871016433,6
10410941162518443751,8
17478554714968147208,8
9716747749476397686,6
15499068900157423859,6
13387663106480505239,6
8435722751652918341,4
1363720886315936240,8
14401782931810505720,8
5224188627817910892,4
2087130243055272255,8
14156912929534946198,8
667297056129017850,8
6599302745766276118,8
2549750931364169923,7
18019951091362365747,8
824267298301107060,6
10125178128659440683,4
1761535391915254486,8
12710236979888213504,8
6592000546814488542,4
10214268591228665385,4
6474636969513615162,8
8631232568667473751,8
2247296692369490103,4
2078354433595737306,8
12074279300854536757,8
17212279466135196434,8
10817861733278454240,8
4245442930409072327,8
4158578655165217156,8
2627820526020257657,4
8185962081828841625,3
1082985163778216102,8
11078570555419266825,4
13855328690138935209,4
2265038529008843835,6
17212417755758625025,8
15391881464201161382,6
17979548178277019998,7
11300603017893569823,4
3293233861143200909,8
8562458123105026684,4
8105638006623381209,4
5698875869970760451,4
11313532879772291217,8
5970817075528973816,8
9661197211210697050,8
11730722368654022312,7
15635063649396007551,8
15430948621043778061,8
4167285894747599302,8
1129509349387216869,8
17599971786799452899,8
3149478538559649235,8
13884557127553072111,8
13162190912215593234,4
6333300496472671208,3
18420020370278857098,8
4181412060625506237,4
15998631831540035294,8
10212446992320167940,8
603486959061647067,4
15667772749881296927,8
772358209041349870,8
6286606020052279588,4
12841774604615913849,7
1681322758093098613,4
11478130270722319897,8
14192675249392455110,8
755734341324982663,8
15679776075632411519,4
5634128423762581424,8
3105294762684643386,6
15632628843954495672,4
3808650322611254542,8
7970381423872252526,8
7823246989907374072,8
17153432914250175827,8
13158804093232414160,6
13995450833648613244,4
15524882861141973094,3
10167281261326785845,8
7409314670656292674,8
13520006562015986200,4
8987388975257652378,8
11328103927241494233,8
4604257830856031808,4
16024473970838144928,8
4814098548291703178,1
13224539246728156858,8
10646530246715543553,7
12854591569030752121,4
18428243541439848896,4
18049290092450652117,8
3465133350222010088,8
7798545677896270655,8
16841681045660907618,8
16414245320451710866,4
1125466186184492145,8
6657162476112319248,7
8324373745893212160,8
5788273518645264919,8
5030918650489943738,8
11323629763313006565,8
6922101103648232869,4
4126071778382524320,8
7168421413040801808,8
7236969705006783426,7
5011180816949655427,8
6088173587212979288,8
15490365478803579889,1
13518371959651300326,8
11335626234852834055,8
6035891279287947015,8
8695824535090974124,8
7485118116045359245,8
4866206247198302798,3
1612610787335761916,8
6968450879041261886,4
871433783428802456,4
14119410514111938214,8
15320703988190484390,7
17334118357194300531,4
3799749610613258518,8
4966974629525059077,8
11784205617729206768,8
16256486105789109923,3
17025002794780957035,8
14125148913065625271,8
16291136741268835608,4
12561994743344013399,8
1017956974268296986,4
9495900052969455947,4
9224157307303634576,8
8201232099447908723,8
17524776592835453421,6
6832717862914258295,8
9249570268883228880,8
8293696047040425199,8
8210867229922699806,8
11440578415082185055,1
4794612937913497662,7
1362125418590240028,8
366632336552669072,4
8104059464448373230,8
8300520926912789397,8
5406628408729203179,8
11759117761509410088,8
15056132564702947899,3
9223691514971112569,8
6651026533578674040,8
8502226167089800985,4
7554255318690611106,4
8042902873471929030,8
14963919019775845322,4
5989009599989846246,4
8206317732123940164,8
9187696826596625642,8
813415296941927072,3
3272648073151876831,6
1306389865233569638,8
9294304926271629141,8
8526292245120401746,3
10638559954484901158,4
16193247369142027114,8
5665007424007486381,8
17200291698093118384,8
16420055489636067503,8
6618900026724440414,6
13025649015168114975,3
16036967043905067884,8
4466841077812663739,8
5980537837555515722,4
8605742430891667480,3
12548534343478322862,8
7721147826337619749,8
17633170710009883251,4
8111655215769241650,8
3575860154437041250,4
293822090170360913,8
737742429173123362,6
13865895407466899597,3
10579839954212677594,8
677465325591948639,8
4855052580104617732,8
12018363234603814409,8
6158671487415445814,8
12265477550218661473,8
7635477262231797052,8
5533163222378237971,4
11696099487684810573,8
12494606092717739947,8
10936519631496428897,1
9611153333552607928,8
4089289307603044509,6
7170987545195366674,3
590927484290628943,7
11624213636146490753,8
5262560325283750389,8
17785868430305932152,4
15571206939873185465,8
16190334296727482968,4
4196835264261062669,7
14157212389613599846,3
12191460029024532422,4
8416890556196680791,4
14545817611419768076,8
14264652545501617586,6
9247205663894506352,3
6597244664287376833,8
3285961131116251453,8
1480557817231766273,8
10080264424159506028,8
8652549075907451520,4
2916220962705242801,8
12321491624919413576,8
2030384657188985831,8
17122367192171225798,8
296615042451769672,4
4698216094474718613,8
10180673204818240864,4
15750445374489763756,8
4482156107171210005,4
11265453182012299980,4
6607207494116356195,6
3701435673094097256,8
7670310439076291682,8
2584699245745252636,4
1188551834639041329,8
4198514857115189463,8
18092952104975587934,8
63973714289843731,8
1726813857311173332,8
16018864494356482945,4
16491203206866776869,7
12249060852767830709,4
10409377128979302097,8
13206584587792740327,4
12449893279708698297,8
1680643456844799731,8
2225341030114778191,4
4768752015748607570,8
4718723093591756570,8
149727257087739003,4
10020850374805737631,8
8179323503511855281,4
11570663355774591155,7
4008944473807450284,8
6091028063767518194,4
7277681181450027550,8
1630098300327507960,7
8076504224400925480,7
13226229522308574405,8
18092783626668818727,4
11161613320277155201,8
7567965510781335288,3
6863845282980702709,7
8537181835018869339,8
12765219200656874680,6
11618597128556542952,8
12176808131436613697,8
15842221163824379438,8
3180237011025322321,4
15478608536428360308,8
15230942324940238402,4
12176126008222695277,8
16773018624417580405,8
18316015909618002494,6
17867599782670455497,7
14119247506798375543,8
5547219760774313060,6
16833808721366872873,4
16579413583343421133,8
15636422414945362153,8
18009792703423426916,8
13275499636073514437,4
13252649066085164341,3
8962811190966134307,4
3468418602722623919,8
6620695913127402213,8
111717439354768706,8
13488936681144626546,6
10891117201999956151,7
2448512704079532421,8
193024571151232839,7
2265057675807179107,8
14492612256781562708,8
6843407012615055951,8
9996529665569768055,8
13666278483318525427,8
16969337180179635988,8
9835255544296372487,8
1462596385887731109,7
2450679497836151627,8
15680304848319392749,7
14801996333741698165,8
16485202546807470518,8
710370574304223009,3
1601863839391874932,4
10127393799803885299,8
2864198715001199191,8
7281330099788241207,8
7060767109073239408,1
1975598190734340897,8
10742135208072031975,8
15449735255412656773,8
2886304354882496797,6
15746240846518305493,8
5606192507666052027,4
17424316755842863787,8
8957698300278181748,4
2887721306193468296,8
15092197951906558463,8
11024349036793147294,8
8502677265768361775,3
14859812599858897805,8
10141684346765390034,8
17222611795065087055,4
16206930174893044666,8
15197306929181164992,8
1836452802719054572,8
4016258716692886576,8
10514564454560872520,4
17801096005401634323,8
17474946109171395267,8
11813396100290576858,8
397863318267697086,4
15643164182507727305,8
17029451225897986529,4
11546344338661811376,7
3516163089705894054,8
8213344075110825428,4
15969274170415404934,8
2961059934806403292,8
15882531530732727664,4
1550184552258663425,8
14653338023367921541,4
5497219959091367232,4
3642062056493143982,8
13465393825121445098,4
7726143292814192679,8
1731776542053137906,8
8760321949284960327,8
10804018812178427,8
11446554021091186034,8
3904215820504773670,8
5436402386597507144,6
9569966429759431951,8
3817613710303195720,8
9237389510376145308,4
12927745404901831085,6
11399718613455284782,8
17882858022673003876,8
16055236528932789113,3
16016505205998568613,4
4284346238836765545,8
11421802793229152299,8
5110840822938817811,3
16259787039954156514,4
7332007794464669589,8
16354043832229263175,8
16293649443005276932,4
9305230623286807680,8
1814992541893123784,8
1548916458529050362,4
301068820154052880,4
11153351715123059681,4
13906928329367541194,4
1845415031991308152,3
15678636929960320920,1
14667761514119078859,4
5552142725798828542,8
11128262049977973757,8
10968352715152183159,3
10817527747831217222,8
737016369767499803,4
5224971538896883532,8
7095126847407180922,8
934395416677709727,4
4237745607947425481,7
10034638075990270906,7
16866439632494545160,4
2777512657390266244,8
11993226331533794956,8
14962373858169101894,8
17478866884951727870,4
16420577266546282356,8
7416440385478450224,4
14685038150163278997,4
5754728691029932790,8
1965148958310273536,7
7388136817122282932,4
13651028841402237710,7
7368467952412373386,8
13167293638321391434,3
17265234584894214598,8
16216944366733477881,4
2502879711149489707,8
7463084017154792875,8
15747876850569013740,8
1693337165633365419,8
6447950062436918375,4
1945658723587311168,8
3489181143590472231,7
13788050687356820717,8
3811324098199827444,4
702068364837053609,8
14970758323785910541,4
15945566508685464273,4
2549005893547474981,3
13357310752414389940,8
10115598100682440344,8
3974428161350961996,7
16603394832837978165,4
18341500780413031716,8
12993811830675803230,4
16361409678837239306,8
5503634314396153966,3
9052238922478826942,8
11379624050245357354,8
17488409042456523348,4
3510157682113124076,7
15970232756758674914,4
5564678133537414057,3
2129096376688023084,6
9322944291888777528,1
282930331450391645,1
14107309009213308714,8
14524271460852204925,6
5272796727289553622,8
14496662870880305442,4
16952977379811629387,8
10510586749145280892,8
591431790224110927,8
4904813284472922933,7
14851504439804189779,6
6029441311751596562,8
777088885560424400,8
15639448803027115071,8
10318144956309077116,6
14616994079524861520,8
8371493834475022932,8
14112580395989590200,8
6911448166028605590,8
2341910347721471791,8
9371874078925405186,8
3352029679372852979,4
14414213553870778721,8
4984661627120536473,8
13562636056362747912,8
13061097446614148159,4
520635609229634137,8
15942849931145792831,3
4656547921517888894,4
16704142119030522265,4
1924149986507557579,8
2104903737589440228,8
5217532210914964967,8
12560728220718045670,8
464501348929774638,1
5422388413748473180,8
14905066672902908909,8
9988098868448036349,4
9655832636777799673,7
17431567436151017304,8
1231359265381733123,8
16269141836775458549,1
15183688702399589868,8
175777696733265162,8
6808985772790711288,7
14329952582163269412,8
9591211465498521695,8
11082732799293862551,8
16353760341159640100,8
17287187308552422454,8
4873986800374767916,8
3880667614536977648,8
1593269656046491784,8
18436921968555745619,4
8860114001875742304,7
1115193897585457111,8
2765325813556606960,8
5566858546623988109,8
7130251045498128063,4
814258698712593215,4
12270081080918730089,8
9077197157425734581,4
12102045416226365492,8
13350977523456302718,8
5155935045240243174,1
6741786321106563020,8
12715946564810739500,4
825211852688203416,8
16063278892230098541,8
12671412541487611479,8
1681242962421456431,8
1685287554092345086,8
799850027900700292,8
16754457095506960771,8
14349090885641946716,4
5650512677834171157,8
14556407802191884713,4
18398826554207838710,8
12946081882236277804,6
8786053605070483377,8
13759545480686903068,6
9214196830161387520,8
4769661190735956381,8
16172336167651363236,7
8679624218024408406,8
16884815001029526755,8
8229037055821228288,4
16962614270757586372,8
2974465712472961063,4
15162639260384279035,7
7820693904172760664,4
7168688696804471384,8
4236192850971070325,8
3119503085757596180,4
4600884525277123928,8
14348976510101933692,8
11120034441708283734,8
16452156256914822848,8
9642005408759627169,1
18426513528030625579,6
8248678003055572779,6
17099866658014121661,4
16300544534067480196,8
10679755077091904517,7
760633564673152636,8
6034293767745385138,4
10066366135586774051,8
10295233321234276279,1
869140306193778661,4
7669545249509359810,8
14937148819283490198,4
5059608577566174884,8
4601775921314168307,8
8296256720616594904,7
13146285988133830156,8
13573997283225658582,8
14811517317805883603,8
1036039333968610484,7
2130061471232304399,8
11997939559871779544,8
8415406991725125215,3
8589244008580731378,8
13224986176433380838,8
308450319474324226,8
8533789584003329885,4
10065211984043412943,8
2541909278986195583,8
4105411932966587091,8
3686065246308127700,8
17917544134288795200,4
17400633004103019680,8
14266852319750192012,4
3772439343567112927,4
1772811553950957356,8
7435213959342604872,8
10232981206524407313,7
3954129011611081926,8
5817479820787697469,8
12846769861894969779,4
6371427832760467146,8
7231487030778299756,8
12783135853253487568,8
15538462164221065759,3
11458704639251234990,8
11900648883255267615,7
14284854560807870766,8
5250401742414570146,6
12532348164104784729,4
1531686086677749533,4
1045152873901050889,8
5054401759593532186,6
12414984086680094357,4
4241537944039545019,7
10721375646544828116,3
9184259479484942894,8
2031372697351106147,8
11235884693254730948,3
17936848749381814653,8
16031963854414346918,6
9939086107142314410,8
4239304681796700394,4
11640139131475219404,8
14633513300500258298,4
8239700265164930479,4
2477192265582104424,8
16668055465750114078,8
9287398553072483293,8
1345637708724328021,8
6578190882780024413,4
12291269074021541054,8
10849099895963769887,8
4517763227247439691,8
11900774790872058056,1
5682845357690589496,4
1443745962076280648,8
18335723739235566595,8
4682005576274628901,8
5137905995409735838,8
12936231368415810309,8
1724051981152551093,8
7693173488890492635,8
8113645066278003567,8
7728003389609784127,8
2647213432489391897,4
17860613120075037916,8
3237279123915326947,8
13376602837898370069,8
6531732130560249312,8
12391379837078516224,4
16613855128526709616,8
13382628413032912847,8
11731908654141098695,4
7405831705376664822,6
12928492789906347147,4
15198316631321146063,8
8029025889543866738,4
18221535444422104682,8
8673222679839910029,8
9496898083498603789,8
5742484193744236078,8
14523752413045295659,8
9922597386081684345,4
12397948301043157937,8
10009215954052239330,8
6903524588918452033,3
2630738354527335518,4
5345936448062854426,3
13668253051733348751,4
4137835547547578135,4
16550872431012785939,3
4052294998515838304,4
17691290562735157940,4
15371179601164800784,8
15087363245695912367,4
3333260518438819982,4
10457693602554917593,8
5307140363469027810,4
3396127043984586308,8
3076420384799058124,7
10675400540400767557,8
93256067643012494,8
9788442190487526583,8
3751558453885238420,4
15892307735527099571,8
3091843147866659994,4
16123257797605210485,8
4744919135843382280,8
14796554546190672137,7
10907243932155534013,4
926054140729034357,8
15397113629388028798,4
661312878524932508,8
7223627151277937923,8
4979313955966070608,8
5565718144312255152,8
2719679196594321269,8
15043768931442006468,6
9722418938962263447,7
